p_sys_id,p_faci_sk,p_faci_ty_cd,p_faci_beg_dt,p_faci_end_dt,p_faci_admin_nam,p_faci_fy_mo_num,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1278056,17375,ICF,2000-07-01,1999-12-31,Group Home 1,1,13,JLWILKE,2014-05-14 10:25:35.458000,guestUser,2013-06-17 15:48:12.822000
1278061,17378,ICF,1985-07-01,1999-12-31,Group Home 5,1,11,JLWILKE,2014-05-14 10:33:35.739000,guestUser,2013-06-17 16:27:06.094000
1278098,17386,8,2013-01-01,2015-10-04,Sandra Marshall,1,15,CR1906_SET_ENDDT_4OCT15,2014-09-25 14:55:03.099000,guestUser,2013-06-19 12:23:55.956000
1278105,17388,NRS,2003-07-01,2013-12-31,Gerald Hodges,1,1,JMLAGRO,2014-07-08 07:40:37.155000,guestUser,2013-06-19 13:57:30.971000
1278096,17389,NRS,1990-01-01,1950-12-31, ,1,18,ZOEASANDY,2014-02-20 11:33:02.559000,guestUser,2013-06-19 14:36:59.247000
1277891,17391,6,1987-01-01,1999-12-31,Jordan Shipley,1,21,JOYSPEZIALE,2014-03-18 16:50:43.181000,guestUser,2013-06-19 16:27:48.750000
1278212,17393,6,2010-07-01,2013-10-02,Center for Slee,1,17,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.117241,guestUser,2013-06-26 11:02:10.808000
1278148,17435,ICF,2013-07-01,2014-06-30,Eastwood GH,1,13,JLWILKE,2014-05-14 08:58:49.404000,guestUser,2013-07-30 16:17:55.872000
1278218,17395,7,1993-10-01,1999-12-31,Heartland Court,1,3,KRBACKMAN,2014-05-20 13:51:09.961000,guestUser,2013-06-26 15:02:46.833000
1278539,17403,NRS,2006-10-17,1999-12-31,Thief River CC,1,24,JMLAGRO,2014-06-24 09:21:34.638000,guestUser,2013-07-15 09:39:09.434000
1278541,17404,ACF,1994-01-01,2020-12-31,Tom Kooiman,1,35,JOYSPEZIALE,2014-09-29 13:54:28.881000,guestUser,2013-07-15 11:03:00.109000
1279628,17466,PSY,2010-07-20,1999-12-31,Dennis Milliron,1,20,JMLAGRO,2014-03-17 15:17:17.273000,guestUser,2013-08-21 11:10:21.276000
1278651,17414,NRS,1971-02-15,2002-04-02,Michael Pfeifer,1,14,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.117241,guestUser,2013-07-24 12:40:13.058000
1278791,17416,ACF,1998-07-01,1999-12-31,Ivan Mitchell,1,16,PJHEID,2014-08-04 08:17:06.221000,guestUser,2013-07-24 16:24:57.090000
1278916,17418,ICF,1984-03-01,1999-12-31,Fraser 6,1,9,JLWILKE,2014-05-14 08:11:05.406000,guestUser,2013-07-26 14:03:22.648000
1278921,17419,ICF,1984-04-01,1999-12-31,Fraser 7,1,6,JLWILKE,2014-05-16 09:42:37.258000,guestUser,2013-07-26 14:33:39.245000
1278926,17422,8,1978-07-01,1999-12-31,Fraser 3,1,11,JLWILKE,2014-06-26 14:42:02.423000,guestUser,2013-07-26 15:34:20.614000
1278929,17423,8,1984-12-01,1999-12-31,Fraser 4,1,4,JLWILKE,2014-05-14 08:08:19.707000,guestUser,2013-07-26 15:53:33.980000
1278936,17428,8,2013-01-31,1999-12-31,Fraser3585,1,3,guestUser,2013-07-26 16:44:04.624000,guestUser,2013-07-26 16:42:55.218000
1278967,17430,7,1982-11-19,1999-12-31, ,1,8,JLWILKE,2014-05-14 10:57:00.065000,guestUser,2013-07-29 13:55:51.214000
1278967,17431,9,1982-11-19,1999-12-31, ,1,8,JLWILKE,2014-05-14 10:57:00.066000,guestUser,2013-07-29 13:55:51.214000
1279033,17436,ICF,2013-07-01,2014-06-30,Apollo,1,27,JLWILKE,2014-05-14 09:08:28.715000,guestUser,2013-07-30 16:29:58.745000
1279035,17437,ICF,2013-07-01,2014-06-30,1201 GH,1,14,JLWILKE,2014-05-14 09:22:40.303000,guestUser,2013-07-30 16:49:51.725000
1279038,17438,ICF,2013-07-01,2014-06-30,1203 GH,1,17,JLWILKE,2014-05-14 09:30:30.928000,guestUser,2013-07-30 21:12:49.347000
1279039,17439,ICF,2013-07-01,2014-06-30,1301 GH,1,13,JLWILKE,2014-05-14 09:30:45.972000,guestUser,2013-07-30 21:34:28.067000
1279040,17440,ICF,2013-07-01,2014-06-30,1303 GH,1,14,JLWILKE,2014-05-14 09:33:15.201000,guestUser,2013-07-30 21:44:37.547000
1279044,17441,NRS,2007-07-24,1999-12-31,Anthony Janusz,1,50,ZOEASANDY,2014-05-19 15:04:57.676000,guestUser,2013-07-31 08:59:56.868000
1279085,17446,NRS,2013-01-01,2013-12-31,Rhonda Tanberg,1,30,PJHEID,2014-05-29 15:58:24.654000,guestUser,2013-08-06 08:31:48.130000
1277486,17450,6,2049-01-01,1999-12-31, ,1,29,PJHEID,2014-03-05 16:48:48.320000,guestUser,2013-08-13 09:34:51.849000
1279497,17452,NRS,1974-01-07,1999-12-31,Terrill Brenno,1,28,ZOEASANDY,2014-04-24 13:20:16.561000,guestUser,2013-08-14 14:01:46.050000
1279531,17453,NRS,1989-04-10,1999-12-31, ,1,32,KWOODALL,2014-06-25 17:24:04.614000,guestUser,2013-08-15 12:33:22.376000
1279520,17454,6,1982-07-01,2035-12-31, ,1,21,ZOEASANDY,2014-04-16 14:20:22.745000,guestUser,2013-08-16 13:21:45.607000
1279520,17455,ACF,1982-07-01,2035-12-31, ,1,21,ZOEASANDY,2014-04-16 14:20:22.744000,guestUser,2013-08-16 13:21:45.608000
1279561,17456,ICF,2013-04-01,2014-03-31, ,1,10,JLWILKE,2014-05-14 14:39:31.715000,guestUser,2013-08-16 14:08:59.192000
1279605,17464,6,2011-12-22,1999-12-31,Emmy Tretter,1,26,RACHELSPANGENBER,2014-06-24 11:37:40.110000,guestUser,2013-08-20 10:10:10.806000
1279900,17473,ACF,2004-07-01,1999-12-31,Jac Mctaggart,1,18,JMLAGRO,2013-12-16 14:44:01.906000,guestUser,2013-08-27 15:13:33.494000
1280413,17519,6,1997-06-01,2013-10-02,Debra Fraser,1,20,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.117241,guestUser,2013-09-17 10:34:28.570000
1280504,17531,ACF,1999-04-01,1999-12-31,Darrold Bertsch,1,44,JOYSPEZIALE,2014-06-30 14:02:58.791000,guestUser,2013-10-04 14:08:50.387000
1280576,17532,ACF,1999-04-01,2018-01-13,Darrold Bertsch,1,39,B-Term-Prov-Trigger_1830591.00,2018-02-16 18:00:50.828039,guestUser,2013-10-04 15:02:48.701000
1171424,17608,NRS,2013-10-01,1999-12-31,Connie Hakanson,1,2,JMLAGRO,2015-02-24 07:02:20.457000,PJHEID,2013-10-23 13:12:47.546000
1280787,17609,NRS,2013-10-01,2013-12-31,Jonathan Stone,1,39,PJHEID,2014-02-01 16:38:44.030000,guestUser,2013-10-28 11:25:11.048000
1154026,17621,ACF,2013-10-01,2018-10-23,MARK BENEDUM,1,2,B-Term-Prov-Trigger_2216201.00,2018-10-23 18:01:28.920607,JMLAGRO,2013-12-06 08:40:20.229000
1281400,17622,ACF,1971-01-01,1999-12-31, ,1,3,KWOODALL,2014-06-17 11:32:20.430000,guestUser,2013-12-06 16:01:39.221000
1280243,17625,ACF,2001-11-01,1999-12-31,Jerry Lepp,1,34,JOYSPEZIALE,2014-03-13 13:29:51.411000,guestUser,2013-12-10 16:15:01.470000
1281444,17626,ACF,2001-11-01,1999-12-31,Jerry Lepp,1,29,PJHEID,2014-04-10 22:05:40.151000,guestUser,2013-12-11 12:11:00.260000
1154804,17631,ACF,2013-10-01,2013-08-31,Jac McTaggart,1,1,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.117241,JMLAGRO,2013-12-16 14:53:08.823000
1281518,17632,ACF,2013-01-01,1999-12-31,JOHN W STRANGE,1,22,JMLAGRO,2014-02-06 10:20:28.084000,guestUser,2013-12-17 11:20:57.317000
1171415,17633,NRS,2013-10-01,1999-12-31,,1,2,RRUD,2016-04-14 12:22:06.290000,JMLAGRO,2013-12-26 15:12:27.063000
1281117,17634,NRS,2048-07-16,1999-12-31,Kurt Stoner,1,19,ZOEASANDY,2014-06-04 13:38:51.435000,guestUser,2014-01-05 11:54:12.116000
1281800,17649,ACF,1971-03-31,1999-12-31,EVERETT BUTLER,1,23,JOYSPEZIALE,2014-04-16 19:46:43.785000,guestUser,2014-01-14 17:21:30.533000
1281984,17650,ACF,1966-07-01,1999-12-31, ,1,10,KWOODALL,2014-08-27 08:55:47.187000,guestUser,2014-01-15 14:49:53.931000
1281999,17651,ACF,1971-03-31,1999-12-31,EVERETT BUTLER,1,15,JOYSPEZIALE,2014-04-17 20:59:52.418000,guestUser,2014-01-15 16:58:59.684000
1160101,17654,PSY,2013-10-01,2013-12-31,PRAIRIE ST JOHN,1,1,THENDERSON,2015-08-14 09:56:51.393000,PJHEID,2014-01-23 12:40:32.832000
1281754,17665,PSY,1997-11-14,2014-01-29, ,1,7,JMLAGRO,2014-10-08 11:12:01.318000,guestUser,2014-01-29 15:23:55.916000
1282261,17675,6,2014-01-01,2014-12-31, ,1,31,PJHEID,2014-04-03 13:58:55.931000,guestUser,2014-02-10 14:30:23.789000
1001832,17683,NRS,2013-10-01,2015-12-31,,1,2,B-Term-Prov-Trigger_2380665.00,2019-02-05 18:00:56.833815,ZOEASANDY,2014-02-20 11:33:58.972000
1282576,17684,PSY,1997-10-07,1999-12-31,Richard P. Stad,1,44,BRENDAPEREZESCOB,2014-07-25 12:12:49.500000,guestUser,2014-02-24 11:02:18.906000
1153780,17693,ACF,2013-10-01,1999-12-31,,1,2,CJFRANCIS,2016-06-02 15:23:16.258000,PJHEID,2014-03-05 16:51:28.813000
1153780,17694,6,2013-10-01,1999-12-31,,1,2,CJFRANCIS,2016-06-02 15:23:16.258000,PJHEID,2014-03-05 16:51:28.814000
1278254,17397,ACF,2013-05-29,2013-06-15,PATRICK PETRE,1,21,B-Term-Prov-Trigger_2348671.00,2019-01-15 18:01:01.984903,guestUser,2013-06-28 13:08:16.414000
1277195,17337,RCF,1966-12-22,1999-12-31,Eckert Youth,1,60,ZOEASANDY,2014-03-25 12:59:51.125000,guestUser,2013-05-02 13:14:51.947000
1277530,17344,ICF,1984-07-01,1999-12-31,Group Home 4,1,2,guestUser,2013-05-14 14:58:18.135000,guestUser,2013-05-14 14:57:40.917000
1277863,17370,NRS,1971-12-06,1999-12-31, ,1,24,PJHEID,2014-04-25 12:58:24.779000,guestUser,2013-05-30 13:11:43.904000
1278060,17377,ICF,1984-07-01,1999-12-31,Group Home 4,1,9,JLWILKE,2014-05-14 10:33:04.157000,guestUser,2013-06-17 16:18:34.565000
1278078,17379,8,2013-01-01,2015-10-04,Sandra Marshall,1,53,CR1906_SET_ENDDT_4OCT15,2014-10-15 07:28:35.425000,guestUser,2013-06-18 13:53:06.375000
1278110,17390,8,2013-01-01,2015-10-04,Sandra Marshall,1,13,CR1906_SET_ENDDT_4OCT15,2014-09-25 14:58:08.277000,guestUser,2013-06-19 14:38:51.053000
1277486,17396,ACF,2049-01-01,1999-12-31, ,1,47,PJHEID,2014-03-05 16:48:48.321000,guestUser,2013-06-26 15:35:46.748000
1279826,17469,NRS,2012-07-03,1999-12-31, ,1,35,JMLAGRO,2014-06-27 09:08:09.583000,guestUser,2013-08-26 14:08:33.171000
1278569,17406,REH,1997-07-01,1999-12-31,Karla Bruce,1,28,KARINARUIZ,2014-08-22 10:06:22.124000,guestUser,2013-07-16 13:58:17.049000
1279875,17472,NRS,1964-11-30,1999-12-31,JacMctaggart,1,20,JMLAGRO,2013-12-16 14:05:24.683000,guestUser,2013-08-27 13:50:49.097000
1279907,17474,ACF,2009-04-06,1999-12-31,Jac McTaggart,1,20,JMLAGRO,2013-12-16 14:52:41.428000,guestUser,2013-08-27 15:48:01.700000
1279544,17520,ACF,1984-07-01,1999-12-31,Barbara Joers,1,38,PJHEID,2014-07-29 11:20:27.050000,guestUser,2013-09-17 13:23:21.254000
1280978,17611,NRS,1964-01-01,1999-12-31, ,1,20,JMLAGRO,2013-12-26 15:11:53.046000,guestUser,2013-11-06 16:27:29.380000
1153782,17630,ACF,2013-10-01,2013-08-31,Jac Mctaggart,1,3,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.117241,JMLAGRO,2013-12-16 14:44:29.276000
1162325,17642,PSY,2013-10-01,2018-12-31,,1,3,MLMOOS,2018-11-24 19:42:01.029000,PJHEID,2014-01-12 14:58:38.635000
1281946,17648,NRS,2013-01-01,2013-12-31,Joan Olson,1,22,JOYSPEZIALE,2014-04-17 19:43:58.593000,guestUser,2014-01-14 16:16:03.625000
1282121,17652,6,2005-09-02,1999-12-31,Kurt Stoner,1,15,JOYSPEZIALE,2014-04-23 18:02:25.150000,guestUser,2014-01-20 16:00:36.947000
1282242,17653,ACF,1983-10-01,1999-12-31, ,1,10,PJHEID,2014-11-25 21:48:19.170000,guestUser,2014-01-22 14:12:22.369000
1153928,17672,ACF,2013-10-01,2019-02-06,JOHN W STRANGE,1,1,B-Term-Prov-Trigger_2391613.00,2019-02-12 18:00:51.812597,JMLAGRO,2014-02-06 10:21:05.534000
1282590,17674,ACF,2013-10-06,2015-06-27,Todd B. Oberheu,1,31,B-Term-Prov-Trigger_2382224.00,2019-02-06 18:00:58.018397,guestUser,2014-02-10 12:08:11.655000
1282615,17677,ACF,2013-05-08,2014-11-01, ,1,17,B-Term-Prov-Trigger_717958.00,2015-10-02 18:01:32.067578,guestUser,2014-02-11 12:07:35.355000
1282976,17685,REH,2014-01-01,1999-12-31,Karen Tobin,1,22,PJHEID,2014-06-11 08:49:43.609000,guestUser,2014-02-26 15:22:05.817000
1171469,17686,NRS,2013-10-01,2013-12-31,Dwight Fuglie,1,0,ZOEASANDY,2014-03-04 12:09:07.754000,ZOEASANDY,2014-03-04 12:09:07.754000
1276864,17327,PSY,1990-04-01,2018-12-31, ,1,15,PJHEID,2014-01-12 14:56:46.201000,guestUser,2013-04-17 15:19:12.446000
1276863,17329,ACF,1997-11-21,1999-12-31, ,1,18,JMLAGRO,2014-02-20 09:38:12.555000,guestUser,2013-04-18 10:29:07.019000
1276884,17332,NRS,1965-06-25,1999-12-31,Richard Regner,1,17,PJHEID,2014-01-12 16:40:39.844000,guestUser,2013-04-18 14:47:43.601000
1276884,17333,7,2004-12-01,1999-12-31,Richard Regner,1,17,PJHEID,2014-01-12 16:40:39.844000,guestUser,2013-04-18 14:47:43.601000
1276982,17334,ACF,2013-04-23,1999-12-31,CATHY SWENSON,1,34,PJHEID,2014-06-30 17:12:26.225000,guestUser,2013-04-24 08:29:24.787000
1277066,17336,6,2008-12-31,2000-01-01,Marie Petersen,1,21,JMLAGRO,2014-06-11 08:08:08.998000,guestUser,2013-04-26 16:33:59.951000
1277674,17349,ACF,2001-01-23,1999-12-31,Todd A Forkel,1,19,JMLAGRO,2014-09-30 16:01:24.501000,guestUser,2013-05-20 15:09:08.009000
1277827,17362,ACF,2001-07-01,1999-07-01, ,1,11,KWOODALL,2014-06-20 09:32:44.458000,guestUser,2013-05-28 13:17:53.386000
1278058,17376,ICF,1982-07-01,1999-12-31,Group Home 2,1,8,JLWILKE,2014-05-14 10:28:29.316000,guestUser,2013-06-17 16:08:50.968000
1278084,17384,8,2013-01-01,2015-10-04,Sandra Marshall,1,37,CR1906_SET_ENDDT_4OCT15,2014-09-25 14:56:37.736000,guestUser,2013-06-19 09:45:21.951000
1278064,17387,6,1995-07-01,1999-12-31,Ranch,1,13,guestUser,2013-06-19 13:02:51.420000,guestUser,2013-06-19 12:30:23.345000
1278211,17392,6,2010-07-01,2013-10-02, ,1,19,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.117241,guestUser,2013-06-26 10:06:33.679000
1278420,17399,ICF,1984-01-26,1999-12-31,Ridgeway,1,5,guestUser,2013-07-10 09:51:24.699000,guestUser,2013-07-09 15:44:18.158000
1278468,17400,NRS,2013-07-01,2014-06-30,Dakota Alpha,1,28,JOYSPEZIALE,2014-04-26 12:03:01.323000,guestUser,2013-07-10 21:11:36.603000
1278299,17401,ACF,2013-07-01,1999-12-31,Dennis Milliron,1,25,ZOEASANDY,2014-06-06 13:17:19.375000,guestUser,2013-07-11 14:20:01.945000
1278492,17402,6,2004-02-18,1999-01-01,Tim Exner,1,33,JOYSPEZIALE,2014-03-28 17:04:11.766000,guestUser,2013-07-11 14:30:43.474000
1278566,17405,6,2013-10-01,1999-12-31,Julie Nelson,1,3,JOYSPEZIALE,2014-02-17 20:03:03.655000,guestUser,2013-07-16 11:11:25.456000
1278646,17409,ACF,2010-07-26,1999-12-31,Roger Baier,1,29,JMLAGRO,2014-10-23 12:13:53.067000,guestUser,2013-07-22 10:40:28.223000
1278695,17410,NRS,2005-09-01,2013-12-31,Dwight Fuglie,1,36,ZOEASANDY,2014-03-04 12:06:40.407000,guestUser,2013-07-23 11:55:02.701000
1278615,17411,ACF,1990-07-31,1999-12-31, ,1,23,JOYSPEZIALE,2014-04-07 13:49:01.978000,guestUser,2013-07-24 10:08:39.447000
1278615,17412,8,1990-07-31,1999-12-31, ,1,23,JOYSPEZIALE,2014-04-07 13:49:01.979000,guestUser,2013-07-24 10:08:39.447000
1278792,17415,ACF,1998-07-01,1999-12-31,Ivan Mitchell,1,15,guestUser,2013-07-24 15:51:18.880000,guestUser,2013-07-24 14:04:39.540000
1278897,17417,ACF,1998-07-01,1999-12-31,Ivan Mitchell,1,11,JMLAGRO,2014-09-30 12:07:54.610000,guestUser,2013-07-26 10:49:26.335000
1278923,17420,ICF,1986-06-01,1999-12-31,Fraser 9,1,3,guestUser,2013-07-26 14:49:13.278000,guestUser,2013-07-26 14:47:19.833000
1278924,17421,ICF,1986-06-01,1999-12-31,Fraser 10,1,5,guestUser,2013-07-26 15:00:27.387000,guestUser,2013-07-26 14:57:31.116000
1278930,17424,8,2007-04-01,1999-12-31,Fraser1621,1,3,guestUser,2013-07-26 16:07:42.029000,guestUser,2013-07-26 16:06:31.975000
1278933,17426,8,2012-07-01,1999-12-31,Fraser3419,1,5,guestUser,2013-07-26 16:37:21.961000,guestUser,2013-07-26 16:25:32.980000
1278934,17427,8,2012-07-01,1999-12-31,Fraser3421,1,3,guestUser,2013-07-26 16:35:28.681000,guestUser,2013-07-26 16:34:25.650000
1278937,17429,8,2013-01-31,1999-12-31,Fraser3587,1,4,JLWILKE,2014-05-14 08:08:59.194000,guestUser,2013-07-26 16:51:10.285000
1279021,17433,ICF,2013-07-01,2014-06-30,Terra Vallee GH,1,12,JLWILKE,2014-05-14 09:00:23.445000,guestUser,2013-07-30 14:59:58.007000
1279023,17434,ICF,2013-07-01,2014-06-30,S Washington GH,1,15,JLWILKE,2014-05-14 09:06:42.116000,guestUser,2013-07-30 15:12:22.658000
1279101,17445,NRS,2007-07-24,1999-12-31,Mitchell Leupp,1,30,ZOEASANDY,2014-05-19 15:09:51.949000,guestUser,2013-08-01 13:58:47.821000
1279277,17449,ICF,1984-01-26,1999-12-31, ,1,15,JLWILKE,2014-05-14 13:18:18.397000,guestUser,2013-08-08 10:56:57.146000
1278030,17451,ICF,1981-07-01,1999-12-31,2424,1,44,SHERSAYLER,2015-02-06 13:49:57.667000,guestUser,2013-08-13 16:56:31.480000
1279579,17457,NRS,1989-04-10,1999-12-31,Jon Frantsvog,1,25,PJHEID,2014-05-30 13:06:30.064000,guestUser,2013-08-19 08:48:32.281000
1279586,17460,NRS,1989-04-10,1999-12-31,Emmy Tretter,1,20,JOYSPEZIALE,2014-07-01 17:36:31.888000,guestUser,2013-08-19 10:02:14.629000
1279614,17465,6,1984-11-29,2013-12-31,Marilyn Jensen,1,21,JLWILKE,2014-05-19 07:27:35.120000,guestUser,2013-08-20 15:24:11.960000
1279829,17470,NRS,2012-07-03,1999-12-31, ,1,29,JMLAGRO,2014-06-27 09:19:22.289000,guestUser,2013-08-26 14:28:51.577000
1280365,17521,NRS,2002-04-01,1999-12-31,Michael Pfeifer,1,24,JOYSPEZIALE,2014-04-04 16:04:10.519000,guestUser,2013-09-17 16:07:22.133000
1280467,17529,6,2011-08-10,2030-12-31, ,1,13,ZOEASANDY,2014-07-02 15:21:04.116000,guestUser,2013-09-24 16:57:22.963000
1280894,17610,ACF,2012-10-01,1999-12-31,Nicholas R Teje,1,40,KWOODALL,2014-10-07 13:19:06.043000,guestUser,2013-11-01 10:38:26.311000
1279049,17607,NRS,1991-07-01,2033-12-31,Veterans Home,1,42,JOYSPEZIALE,2014-04-10 12:34:39.634000,guestUser,2013-10-21 14:31:26.038000
1281157,17613,6,2013-09-13,2018-12-20,Turtle Mountain,1,39,B-Term-Prov-Trigger_2359525.00,2019-01-22 18:00:59.883629,guestUser,2013-11-20 09:53:09.922000
1281426,17623,NRS,1985-03-07,1999-12-31,Jerry Lepp,1,45,JMLAGRO,2014-04-11 10:23:43.392000,guestUser,2013-12-10 13:23:56.787000
1281483,17627,ACF,2006-10-01,1999-10-31,WEST ANAHEIM ME,1,3,KWOODALL,2014-08-22 08:35:13.601000,guestUser,2013-12-12 16:33:24.812000
1153762,17628,ACF,2013-10-01,2013-12-31,,1,4,DMOCK,2016-03-02 10:45:47.787000,TBRABANDT,2013-12-13 07:34:49.704000
1282284,17663,ACF,1990-01-01,1999-12-31,Tara Sterk,1,18,JOYSPEZIALE,2014-07-31 18:24:42.637000,guestUser,2014-01-24 14:23:18.343000
1171438,17669,NRS,2013-10-01,2013-12-31,Jonathan Stone,1,3,THENDERSON,2015-08-14 10:07:34.447000,PJHEID,2014-02-01 16:38:28.685000
1171409,17671,NRS,2013-10-01,1999-12-31,,1,3,RRUD,2016-04-14 11:58:41.990000,PJHEID,2014-02-04 16:24:12.818000
1277527,17343,ICF,1982-07-01,1999-12-31,Group Home 2,1,31,guestUser,2014-07-22 09:13:30.730000,guestUser,2013-05-14 14:42:34.690000
1277761,17361,NRS,1962-09-01,1999-12-31,Karissa Olson,1,27,PJHEID,2014-05-10 08:17:15.047000,guestUser,2013-05-23 15:19:28.834000
1279089,17444,ACF,2010-06-10,1999-12-31,Rebecca Frascon,1,17,KARCHARVAT,2014-04-01 16:29:40.854000,guestUser,2013-08-01 10:07:23.810000
1279590,17462,NRS,1989-04-10,1999-12-31,Tony Hanson,1,29,DANIELLAESTRELLA,2015-02-05 14:00:25.043000,guestUser,2013-08-19 10:57:45.449000
1280301,17517,ACF,2013-09-11,2012-09-11,Scott A Whalen,1,23,B-Term-Prov-Trigger_717958.00,2015-10-02 18:01:32.067578,guestUser,2013-09-11 07:45:23.839000
1278527,17518,ACF,1996-04-10,1999-12-31, ,1,31,ZOEASANDY,2014-05-05 11:01:49.514000,guestUser,2013-09-12 15:57:48.411000
1280255,17530,ACF,2013-07-12,2013-12-31,,1,43,DAVIDWOEHL,2015-12-28 13:38:06.845000,guestUser,2013-10-03 14:34:19.230000
1171461,17534,NRS,2013-10-01,2018-10-10,,1,4,B-Term-Prov-Trigger_2208222.00,2018-10-18 18:01:28.535088,JMLAGRO,2013-10-10 11:13:12.582000
1281063,17612,6,2000-08-08,2013-12-31,Lyle Olson,1,30,PJHEID,2014-07-14 13:52:53.737000,guestUser,2013-11-14 00:04:48.477000
1281389,17619,7,2011-01-01,2013-12-31,Jenna Greff,1,2,JMLAGRO,2014-07-08 07:42:55.216000,guestUser,2013-12-05 17:39:42.191000
1281433,17624,11,1992-06-01,2013-12-10, ,1,4,KWOODALL,2014-04-30 15:00:49.720000,guestUser,2013-12-10 14:54:07.597000
1171399,17629,NRS,2013-10-01,2013-08-31,JacMctaggart,1,3,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.117241,JMLAGRO,2013-12-16 14:04:23.638000
1171434,17643,7,2013-10-01,1999-12-31,Richard Regner,1,2,JMLAGRO,2015-02-24 07:11:46.069000,PJHEID,2014-01-12 16:41:57.784000
1171434,17644,NRS,2013-10-01,1999-12-31,Richard Regner,1,2,JMLAGRO,2015-02-24 07:11:46.069000,PJHEID,2014-01-12 16:41:57.784000
1281873,17645,ACF,2006-01-01,2014-01-13,Laura Navarro,1,4,KWOODALL,2014-05-08 13:02:35.582000,guestUser,2014-01-13 11:35:03.190000
1281886,17646,ACF,1971-03-31,1999-12-31,EVERETT BUTLER,1,23,JOYSPEZIALE,2014-04-16 20:16:49.276000,guestUser,2014-01-13 18:15:21.923000
1281907,17647,NRS,2013-01-01,1999-12-31,Susan Bjelland,1,35,PJHEID,2014-05-15 21:01:15.651000,guestUser,2014-01-14 11:23:46.412000
1282436,17667,REH,2012-07-03,1999-12-31, ,1,21,JMLAGRO,2014-07-30 11:21:54.994000,guestUser,2014-01-29 19:25:16.711000
