"p_if_sandata_sk","p_sys_id","p_curr_alt_id","p_qlfr_nam","p_nam","p_payer_id","g_adr_line1","g_adr_line2","g_city_nam","g_us_state_cd","g_zip_cd","g_phone_num","g_email_txt","g_contact_last_nam","g_contact_first_nam","p_npi_num","p_tax_id","p_enrol_stat_beg_dt","p_enrol_stat_end_dt","p_termination_dt","p_if_sandata_resp_clob","p_if_sandata_resp_cd","p_if_sandata_prcs_ind","l_hibernate_ver_num","g_aud_add_user_id","g_aud_ts","g_aud_user_id","g_aud_add_ts"
"22059","900177","1482196","Methodist Hospital","Mercy Physicians Group","ND","1318 Davenport Road Suite 183","","West Jennifer","FL","73713","1934429929","terrychristine@example.com","Mayo Clinic Physicians Group","Centura Lab Services","2524805308","441798895","06-JUN-23","10-OCT-58","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""FARGO"",""AgencyEmail"":""desirenkinzingabo@gmail.com"",""ProviderRequireAuth"":null,""id"":""a35de337-b7f0-4725-a41c-ea5a106abdd0"",""ProviderStateInfo"":null,""ProviderID"":""1495758"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""331764833"",""ProviderNPI"":null,""AddressZip"":""581048725"",""SSN"":null,""ProviderName"":""Lux Agency LLC"",""AddressLine2"":"""",""AddressLine1"":""4272 31ST AVE S"",""AgencyPhone"":""7012003783"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""Nkinzingabo"",""PrimaryContactFirstName"":""Desire""}","S","Y","1","SYSTEM","29-JUN-26 01.47.27.302981000 PM","SYSTEM","05-JUN-26 11.09.38.302981000 PM"
"22060","900166","1476806","St. Jude Hospital","Mayo Clinic Lab Services","ND","8294 David Mall","","Ruizland","CA","25467","9563434373","katherinehardin@example.net","Sanford Dialysis Center","Mayo Clinic Hospital","2634707964","912460526","11-NOV-22","26-DEC-88","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""West Fargo"",""AgencyEmail"":""SENADM425@GMAIL.COM"",""ProviderRequireAuth"":null,""id"":""59fc29bd-1d1a-4def-833f-0d2fa2973614"",""ProviderStateInfo"":null,""ProviderID"":""1473755"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""502253514"",""ProviderNPI"":null,""AddressZip"":""580785200"",""SSN"":null,""ProviderName"":""OMEROVIC ADMIRA"",""AddressLine2"":"""",""AddressLine1"":""1553 10th Ave E"",""AgencyPhone"":""7017815248"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""OMEROVIC"",""PrimaryContactFirstName"":""ADMIRA""}","S","Y","1","SYSTEM","30-JUN-26 05.30.28.304283000 PM","SYSTEM","12-JUN-26 02.51.54.304283000 AM"
"22061","900195","1489211","Kaiser Medical Center","Kaiser Physicians Group","ND","2024 Butler Key","","Carolineland","ND","06600","4827462896","shannon47@example.com","Methodist Medical Center","Mercy Lab Services","1079962746","361414274","17-JUN-22","18-JUN-82","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""FARGO"",""AgencyEmail"":""desirenkinzingabo@gmail.com"",""ProviderRequireAuth"":null,""id"":""a35de337-b7f0-4725-a41c-ea5a106abdd0"",""ProviderStateInfo"":null,""ProviderID"":""1495758"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""331764833"",""ProviderNPI"":null,""AddressZip"":""581048725"",""SSN"":null,""ProviderName"":""Lux Agency LLC"",""AddressLine2"":"""",""AddressLine1"":""4272 31ST AVE S"",""AgencyPhone"":""7012003783"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""Nkinzingabo"",""PrimaryContactFirstName"":""Desire""}","S","Y","1","SYSTEM","27-MAY-26 12.02.38.305292000 PM","SYSTEM","22-MAY-26 10.51.32.305292000 AM"
"22062","900163","1484128","Methodist Specialty Clinic","Midwest Physicians Group","ND","488 Smith Overpass Apt. 045","","Port Tonybury","SD","15086","8236832626","justin25@example.org","Trinity Medical Center","Methodist Hospital","2649081900","518876121","30-MAR-23","03-NOV-82","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""West Fargo"",""AgencyEmail"":""SENADM425@GMAIL.COM"",""ProviderRequireAuth"":null,""id"":""59fc29bd-1d1a-4def-833f-0d2fa2973614"",""ProviderStateInfo"":null,""ProviderID"":""1473755"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""502253514"",""ProviderNPI"":null,""AddressZip"":""580785200"",""SSN"":null,""ProviderName"":""OMEROVIC ADMIRA"",""AddressLine2"":"""",""AddressLine1"":""1553 10th Ave E"",""AgencyPhone"":""7017815248"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""OMEROVIC"",""PrimaryContactFirstName"":""ADMIRA""}","S","Y","1","SYSTEM","29-MAR-26 07.34.53.306283000 AM","SYSTEM","09-MAR-26 10.44.26.306283000 PM"
"22063","900167","1490503","Methodist Dialysis Center","Trinity Dialysis Center","ND","4270 Rodriguez Manor Apt. 243","","Bobside","ND","88568","5685197580","isaacmitchell@example.net","Mayo Clinic Medical Center","Methodist Medical Center","2783165162","357276024","09-DEC-23","19-NOV-71","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""West Fargo"",""AgencyEmail"":""SENADM425@GMAIL.COM"",""ProviderRequireAuth"":null,""id"":""59fc29bd-1d1a-4def-833f-0d2fa2973614"",""ProviderStateInfo"":null,""ProviderID"":""1473755"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""502253514"",""ProviderNPI"":null,""AddressZip"":""580785200"",""SSN"":null,""ProviderName"":""OMEROVIC ADMIRA"",""AddressLine2"":"""",""AddressLine1"":""1553 10th Ave E"",""AgencyPhone"":""7017815248"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""OMEROVIC"",""PrimaryContactFirstName"":""ADMIRA""}","S","Y","1","SYSTEM","24-SEP-25 08.43.08.308285000 PM","SYSTEM","26-AUG-25 08.29.54.308285000 PM"
"22064","900165","1479293","Mercy Health System","Trinity Physicians Group","ND","731 Kline Corner","","South Eric","CA","16613","9633902744","christopherallen@example.org","Kaiser Health System","Mayo Clinic Lab Services","1206229514","570288051","08-OCT-20","01-MAY-38","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""West Fargo"",""AgencyEmail"":""SENADM425@GMAIL.COM"",""ProviderRequireAuth"":null,""id"":""59fc29bd-1d1a-4def-833f-0d2fa2973614"",""ProviderStateInfo"":null,""ProviderID"":""1473755"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""502253514"",""ProviderNPI"":null,""AddressZip"":""580785200"",""SSN"":null,""ProviderName"":""OMEROVIC ADMIRA"",""AddressLine2"":"""",""AddressLine1"":""1553 10th Ave E"",""AgencyPhone"":""7017815248"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""OMEROVIC"",""PrimaryContactFirstName"":""ADMIRA""}","S","Y","1","SYSTEM","29-OCT-25 07.36.33.309293000 AM","SYSTEM","12-OCT-25 11.31.36.309293000 PM"
"22065","900174","1488868","Sanford Specialty Clinic","Centura Physicians Group","ND","2687 Nicholas Club","","Williamfurt","TX","42917","2753241333","david84@example.com","Methodist Specialty Clinic","Mayo Clinic Health System","1807830413","398923014","03-MAR-24","11-AUG-72","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""West Fargo"",""AgencyEmail"":""SENADM425@GMAIL.COM"",""ProviderRequireAuth"":null,""id"":""59fc29bd-1d1a-4def-833f-0d2fa2973614"",""ProviderStateInfo"":null,""ProviderID"":""1473755"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""502253514"",""ProviderNPI"":null,""AddressZip"":""580785200"",""SSN"":null,""ProviderName"":""OMEROVIC ADMIRA"",""AddressLine2"":"""",""AddressLine1"":""1553 10th Ave E"",""AgencyPhone"":""7017815248"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""OMEROVIC"",""PrimaryContactFirstName"":""ADMIRA""}","S","Y","1","SYSTEM","29-JAN-26 01.59.56.310289000 AM","SYSTEM","31-DEC-25 07.16.49.310289000 AM"
"22066","900179","1477192","Kaiser Physicians Group","St. Jude Physicians Group","ND","665 Davenport Mountain Apt. 092","","Stephensland","TX","34785","7939999759","johncooper@example.net","Kaiser Specialty Clinic","Kaiser Health System","2128272376","853113716","05-JAN-19","12-NOV-66","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""FARGO"",""AgencyEmail"":""desirenkinzingabo@gmail.com"",""ProviderRequireAuth"":null,""id"":""a35de337-b7f0-4725-a41c-ea5a106abdd0"",""ProviderStateInfo"":null,""ProviderID"":""1495758"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""331764833"",""ProviderNPI"":null,""AddressZip"":""581048725"",""SSN"":null,""ProviderName"":""Lux Agency LLC"",""AddressLine2"":"""",""AddressLine1"":""4272 31ST AVE S"",""AgencyPhone"":""7012003783"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""Nkinzingabo"",""PrimaryContactFirstName"":""Desire""}","S","Y","1","SYSTEM","10-MAY-26 12.14.09.311229000 PM","SYSTEM","17-APR-26 11.00.52.311229000 PM"
"22067","900169","1484731","Midwest Lab Services","Sanford Medical Center","ND","9003 Scott Canyon","","North Adam","NY","79810","6516697240","jessicalee@example.net","Mercy Medical Center","Trinity Dialysis Center","2208215410","189055831","28-JAN-19","27-MAR-85","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""West Fargo"",""AgencyEmail"":""SENADM425@GMAIL.COM"",""ProviderRequireAuth"":null,""id"":""59fc29bd-1d1a-4def-833f-0d2fa2973614"",""ProviderStateInfo"":null,""ProviderID"":""1473755"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""502253514"",""ProviderNPI"":null,""AddressZip"":""580785200"",""SSN"":null,""ProviderName"":""OMEROVIC ADMIRA"",""AddressLine2"":"""",""AddressLine1"":""1553 10th Ave E"",""AgencyPhone"":""7017815248"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""OMEROVIC"",""PrimaryContactFirstName"":""ADMIRA""}","S","Y","1","SYSTEM","01-NOV-25 06.29.00.313609000 PM","SYSTEM","09-OCT-25 08.39.53.313609000 PM"
"22068","900193","1474382","Mayo Clinic Lab Services","Mercy Specialty Clinic","ND","36410 Karen Dam Apt. 095","","South Bryan","MT","58906","1331792279","nathancain@example.com","Valley Care Specialty Clinic","Trinity Medical Center","1010474454","068969131","17-JAN-25","15-AUG-99","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""FARGO"",""AgencyEmail"":""desirenkinzingabo@gmail.com"",""ProviderRequireAuth"":null,""id"":""a35de337-b7f0-4725-a41c-ea5a106abdd0"",""ProviderStateInfo"":null,""ProviderID"":""1495758"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""331764833"",""ProviderNPI"":null,""AddressZip"":""581048725"",""SSN"":null,""ProviderName"":""Lux Agency LLC"",""AddressLine2"":"""",""AddressLine1"":""4272 31ST AVE S"",""AgencyPhone"":""7012003783"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""Nkinzingabo"",""PrimaryContactFirstName"":""Desire""}","S","Y","1","SYSTEM","13-APR-26 11.20.10.314614000 PM","SYSTEM","10-APR-26 11.20.19.314614000 AM"
"22069","900188","1492853","Trinity Physicians Group","Centura Dialysis Center","ND","45009 David Ways","","Lake Wendy","SD","76199","6797493448","cruzjohn@example.com","St. Jude Hospital","Midwest Health System","1748151291","631331914","27-JUL-20","17-APR-54","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""West Fargo"",""AgencyEmail"":""SENADM425@GMAIL.COM"",""ProviderRequireAuth"":null,""id"":""59fc29bd-1d1a-4def-833f-0d2fa2973614"",""ProviderStateInfo"":null,""ProviderID"":""1473755"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""502253514"",""ProviderNPI"":null,""AddressZip"":""580785200"",""SSN"":null,""ProviderName"":""OMEROVIC ADMIRA"",""AddressLine2"":"""",""AddressLine1"":""1553 10th Ave E"",""AgencyPhone"":""7017815248"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""OMEROVIC"",""PrimaryContactFirstName"":""ADMIRA""}","S","Y","1","SYSTEM","14-AUG-25 10.57.58.316616000 PM","SYSTEM","10-AUG-25 11.26.37.316616000 PM"
"22070","900175","1489899","Centura Specialty Clinic","Trinity Health System","ND","37824 Christopher Overpass Suite 797","","New Lauren","FL","07006","1221614699","gordoncheryl@example.org","Trinity Dialysis Center","Centura Medical Center","1657549089","048168729","28-OCT-22","28-JUN-34","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""FARGO"",""AgencyEmail"":""desirenkinzingabo@gmail.com"",""ProviderRequireAuth"":null,""id"":""a35de337-b7f0-4725-a41c-ea5a106abdd0"",""ProviderStateInfo"":null,""ProviderID"":""1495758"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""331764833"",""ProviderNPI"":null,""AddressZip"":""581048725"",""SSN"":null,""ProviderName"":""Lux Agency LLC"",""AddressLine2"":"""",""AddressLine1"":""4272 31ST AVE S"",""AgencyPhone"":""7012003783"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""Nkinzingabo"",""PrimaryContactFirstName"":""Desire""}","S","Y","1","SYSTEM","17-JAN-26 06.49.44.317617000 AM","SYSTEM","18-DEC-25 04.16.34.317617000 PM"
"22071","900180","1479585","Mayo Clinic Physicians Group","Mercy Specialty Clinic","ND","60160 Teresa Vista","","Christineburgh","CA","78174","1365848205","jennifer67@example.org","Trinity Specialty Clinic","Mercy Specialty Clinic","1037608951","809290212","13-DEC-20","18-JAN-94","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""FARGO"",""AgencyEmail"":""desirenkinzingabo@gmail.com"",""ProviderRequireAuth"":null,""id"":""a35de337-b7f0-4725-a41c-ea5a106abdd0"",""ProviderStateInfo"":null,""ProviderID"":""1495758"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""331764833"",""ProviderNPI"":null,""AddressZip"":""581048725"",""SSN"":null,""ProviderName"":""Lux Agency LLC"",""AddressLine2"":"""",""AddressLine1"":""4272 31ST AVE S"",""AgencyPhone"":""7012003783"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""Nkinzingabo"",""PrimaryContactFirstName"":""Desire""}","S","Y","1","SYSTEM","21-JUL-26 03.35.03.319619000 AM","SYSTEM","08-JUL-26 04.28.07.319619000 PM"
"22072","900168","1479338","Valley Care Lab Services","Midwest Hospital","ND","192 David Spur Suite 043","","Brucehaven","TX","39040","2753534483","reiddean@example.org","Centura Hospital","St. Jude Medical Center","2242526426","854887894","05-OCT-21","30-APR-78","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""FARGO"",""AgencyEmail"":""desirenkinzingabo@gmail.com"",""ProviderRequireAuth"":null,""id"":""a35de337-b7f0-4725-a41c-ea5a106abdd0"",""ProviderStateInfo"":null,""ProviderID"":""1495758"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""331764833"",""ProviderNPI"":null,""AddressZip"":""581048725"",""SSN"":null,""ProviderName"":""Lux Agency LLC"",""AddressLine2"":"""",""AddressLine1"":""4272 31ST AVE S"",""AgencyPhone"":""7012003783"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""Nkinzingabo"",""PrimaryContactFirstName"":""Desire""}","S","Y","1","SYSTEM","10-JUN-26 01.22.25.320623000 PM","SYSTEM","03-JUN-26 08.59.35.320623000 PM"
"22073","900183","1481039","Valley Care Physicians Group","Kaiser Physicians Group","ND","9519 Horn Inlet","","Flynnview","NC","14471","1403876968","richardwilliamson@example.net","Kaiser Lab Services","St. Jude Dialysis Center","1940487089","184214334","31-AUG-23","24-MAY-53","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""FARGO"",""AgencyEmail"":""desirenkinzingabo@gmail.com"",""ProviderRequireAuth"":null,""id"":""a35de337-b7f0-4725-a41c-ea5a106abdd0"",""ProviderStateInfo"":null,""ProviderID"":""1495758"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""331764833"",""ProviderNPI"":null,""AddressZip"":""581048725"",""SSN"":null,""ProviderName"":""Lux Agency LLC"",""AddressLine2"":"""",""AddressLine1"":""4272 31ST AVE S"",""AgencyPhone"":""7012003783"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""Nkinzingabo"",""PrimaryContactFirstName"":""Desire""}","S","Y","1","SYSTEM","15-AUG-25 07.24.06.322900000 PM","SYSTEM","10-AUG-25 06.54.51.322900000 PM"
"22074","900189","1486059","Trinity Dialysis Center","Mayo Clinic Medical Center","ND","056 Julie Ford Apt. 026","","Youngborough","TX","30933","1668284854","juliebrown@example.org","Valley Care Hospital","Midwest Hospital","1574502591","816591263","16-NOV-23","30-APR-80","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""West Fargo"",""AgencyEmail"":""SENADM425@GMAIL.COM"",""ProviderRequireAuth"":null,""id"":""59fc29bd-1d1a-4def-833f-0d2fa2973614"",""ProviderStateInfo"":null,""ProviderID"":""1473755"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""502253514"",""ProviderNPI"":null,""AddressZip"":""580785200"",""SSN"":null,""ProviderName"":""OMEROVIC ADMIRA"",""AddressLine2"":"""",""AddressLine1"":""1553 10th Ave E"",""AgencyPhone"":""7017815248"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""OMEROVIC"",""PrimaryContactFirstName"":""ADMIRA""}","S","Y","1","SYSTEM","01-OCT-25 02.59.13.323905000 PM","SYSTEM","28-SEP-25 01.48.52.323905000 PM"
"22075","900156","1492776","Sanford Lab Services","Trinity Physicians Group","ND","8427 Berger Circles","","North Kennethland","MN","28931","1318210928","shawkaren@example.net","Mercy Health System","Valley Care Physicians Group","1322034202","175326862","11-DEC-21","05-APR-73","","{""PayerID"":""ND"",""WebUsername"":null,""messageSummary"":null,""ProviderMedicaidID"":null,""ProviderDoingBusinessAs"":null,""County"":null,""ProviderQualifier"":""MedicaidID"",""ProviderXWalks"":[],""ProviderOtherIDs"":[],""AddressCity"":""West Fargo"",""AgencyEmail"":""SENADM425@GMAIL.COM"",""ProviderRequireAuth"":null,""id"":""59fc29bd-1d1a-4def-833f-0d2fa2973614"",""ProviderStateInfo"":null,""ProviderID"":""1473755"",""ExchangeProfiles"":[],""TerminationDate"":"""",""WebPassword"":null,""isCollectedAsChild"":false,""TaxID"":""502253514"",""ProviderNPI"":null,""AddressZip"":""580785200"",""SSN"":null,""ProviderName"":""OMEROVIC ADMIRA"",""AddressLine2"":"""",""AddressLine1"":""1553 10th Ave E"",""AgencyPhone"":""7017815248"",""ProviderAPI"":null,""ProviderDateEnd"":null,""ProviderFax"":null,""ProviderTaxonomy"":null,""ErrorCode"":null,""ProviderDateBegin"":null,""ErrorMessage"":null,""messageDetail"":null,""SuspensionDate"":"""",""status"":""SUCCESS"",""AddressState"":""ND"",""PrimaryContactLastName"":""OMEROVIC"",""PrimaryContactFirstName"":""ADMIRA""}","S","Y","1","SYSTEM","17-AUG-25 09.36.01.325841000 PM","SYSTEM","08-AUG-25 11.16.43.325841000 AM"
