"p_sys_id","p_ra_medm_sk","p_era_acct_num_lnkg_desc","p_era_mthd_rtrvl_text","p_era_subm_dt","p_era_reqd_eff_dt","p_clrg_house_nam","p_clrg_house_contct_nam","g_clrg_house_phone_sk","g_clrg_house_email_sk","p_era_asgn_authrty_text","p_era_subm_rsn_desc","p_era_auth_sign_desc","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"900185","1873181","Midwest Medical Center","Centura Dialysis Center","","","","","100397958","49852","","Mayo Clinic Lab Se","Midwest Physicians Group","0","SYSTEM","27-JAN-26 10.27.16.991890000 PM","SYSTEM","16-JAN-26 11.30.08.991890000 PM"
"900151","1873182","Methodist Specialty Clinic","","","","","Dr. Timothy Carpenter, PA","100397959","49853","","","","0","SYSTEM","08-JAN-26 01.21.42.993156000 AM","SYSTEM","23-DEC-25 07.48.55.993156000 PM"
"900182","1873183","Mayo Clinic Health System","","","","","Dr. Justin Kelly, DO","100397960","49854","","","Centura Specialty Clinic","0","SYSTEM","25-JUL-26 05.50.41.994108000 AM","SYSTEM","11-JUL-26 04.24.01.994108000 AM"
"900163","1873184","Mayo Clinic Specialty Clinic","Methodist Lab Services","","","","Dr. Rebecca Padilla, RN","100397961","49855","","","","0","SYSTEM","23-MAY-26 06.37.04.994108000 PM","SYSTEM","13-MAY-26 08.01.31.994108000 AM"
"900196","1873185","Mayo Clinic Physicians Group","","","","","","100397962","49856","","","St. Jude Health System","0","SYSTEM","20-APR-26 11.41.09.995111000 PM","SYSTEM","09-APR-26 11.35.34.995111000 AM"
"900181","1873186","St. Jude Physicians Group","Methodist Health System","","","","","100397963","49857","","St. Jude Physician","Trinity Physicians Group","0","SYSTEM","01-JUL-26 10.41.34.996108000 PM","SYSTEM","06-JUN-26 06.01.52.996108000 AM"
"900177","1873187","Centura Dialysis Center","Trinity Health System","","","Sanford Dialysis Center","Dr. Michelle Wheeler, MD","100397964","49858","","","","0","SYSTEM","15-JAN-26 09.23.16.997105000 PM","SYSTEM","01-JAN-26 11.28.27.997105000 PM"
"900166","1873188","Valley Care Lab Services","Mayo Clinic Specialty Clinic","","","","Dr. Matthew Leblanc, NP","100397965","49859","","Methodist Specialt","Kaiser Dialysis Center","0","SYSTEM","09-JUL-26 04.21.11.997105000 AM","SYSTEM","30-JUN-26 10.17.04.997105000 AM"
"900172","1873189","Mayo Clinic Dialysis Center","Mercy Medical Center","","","","Dr. Patrick Willis, PA","100397966","49860","","Mayo Clinic Hospit","Mercy Lab Services","0","SYSTEM","12-MAR-26 10.04.14.998104000 PM","SYSTEM","26-FEB-26 05.48.46.998104000 PM"
"900170","1873190","Sanford Medical Center","","","","Mercy Medical Center","","100397967","49861","","","Centura Lab Services","0","SYSTEM","15-JUL-26 08.48.53.998104000 PM","SYSTEM","28-JUN-26 01.28.27.998104000 AM"
"900183","1873191","St. Jude Specialty Clinic","","","","Midwest Specialty Clinic","Dr. Taylor Murray, DO","100397968","49862","","","","0","SYSTEM","25-JUL-26 12.37.14.999104000 PM","SYSTEM","30-JUN-26 04.20.17.999104000 AM"
"900173","1873192","St. Jude Lab Services","","","","","","100397969","49863","","","St. Jude Medical Center","0","SYSTEM","27-SEP-25 09.04.53.999104000 PM","SYSTEM","06-SEP-25 05.01.38.999104000 PM"
"900176","1873193","Midwest Health System","St. Jude Specialty Clinic","","","Sanford Lab Services","","100397970","49864","","","Trinity Lab Services","0","SYSTEM","31-MAY-26 09.59.56.000104000 PM","SYSTEM","29-MAY-26 06.53.24.000104000 AM"
"900155","1873194","Kaiser Health System","","","","","","100397971","49865","","Valley Care Dialys","","0","SYSTEM","05-SEP-25 09.23.00.000104000 AM","SYSTEM","02-SEP-25 12.10.38.000104000 PM"
"900193","1873195","Valley Care Dialysis Center","Midwest Physicians Group","","","","Dr. Tammy Oliver, DO","100397972","49866","","","","0","SYSTEM","27-MAY-26 04.37.15.001104000 AM","SYSTEM","04-MAY-26 08.15.39.001104000 AM"
"900195","1873196","Methodist Medical Center","St. Jude Physicians Group","","","","","100397973","49867","","","","0","SYSTEM","25-APR-26 11.53.39.001104000 AM","SYSTEM","09-APR-26 05.22.19.001104000 PM"
"900153","1873197","Midwest Dialysis Center","","","","Centura Specialty Clinic","Dr. Alexandra Kelly, NP","100397974","49868","","","Trinity Health System","0","SYSTEM","14-DEC-25 07.10.43.002104000 PM","SYSTEM","11-DEC-25 06.35.29.002104000 PM"
"900165","1873198","St. Jude Dialysis Center","Midwest Dialysis Center","","","Centura Medical Center","Dr. Deborah Gentry, MD","100397975","49869","","","","0","SYSTEM","17-OCT-25 02.47.24.002104000 AM","SYSTEM","24-SEP-25 02.40.36.002104000 AM"
"900197","1873199","Centura Hospital","St. Jude Lab Services","","","","Dr. Nancy Lopez, DO","100397976","49870","","","","0","SYSTEM","28-OCT-25 01.36.21.003398000 AM","SYSTEM","18-OCT-25 03.14.00.003398000 PM"
"900167","1873200","Mayo Clinic Hospital","Midwest Lab Services","","","Mayo Clinic Dialysis Center","","100397977","49871","","","","0","SYSTEM","19-AUG-25 12.54.58.003398000 PM","SYSTEM","30-JUL-25 04.30.36.003398000 PM"
"900184","1873201","Trinity Hospital","Kaiser Hospital","","","Midwest Health System","","100397978","49872","","","","0","SYSTEM","04-JUL-26 06.18.38.004408000 PM","SYSTEM","30-JUN-26 07.07.56.004408000 PM"
"900187","1873202","Kaiser Hospital","","","","","","100397979","49873","","","Kaiser Hospital","0","SYSTEM","04-OCT-25 03.50.14.004408000 PM","SYSTEM","17-SEP-25 05.39.39.004408000 AM"
"900189","1873203","Valley Care Hospital","Kaiser Lab Services","","","","Dr. Jennifer Barton, RN","100397980","49874","","","","0","SYSTEM","28-MAY-26 10.29.44.005409000 PM","SYSTEM","08-MAY-26 03.44.25.005409000 AM"
"900190","1873204","Mercy Medical Center","","","","","","100397981","49875","","","Midwest Lab Services","0","SYSTEM","05-MAR-26 11.20.20.005409000 PM","SYSTEM","11-FEB-26 12.01.21.005409000 PM"
"900154","1873205","Trinity Medical Center","","","","","Dr. Michael Harrison, RN","100397982","49876","","","Kaiser Physicians Group","0","SYSTEM","07-FEB-26 06.44.55.006410000 PM","SYSTEM","23-JAN-26 10.07.35.006410000 PM"
"900199","1873206","Sanford Physicians Group","","","","Trinity Dialysis Center","Dr. Angela White, DO","100397983","49877","","","Midwest Medical Center","0","SYSTEM","23-MAY-26 02.57.30.007400000 AM","SYSTEM","19-MAY-26 07.32.23.007400000 PM"
"900164","1873207","Kaiser Specialty Clinic","","","","Centura Lab Services","Dr. Alison Duke, DPM","100397984","49878","","","","0","SYSTEM","27-MAR-26 08.34.45.007400000 AM","SYSTEM","26-MAR-26 12.51.02.007400000 AM"
"900161","1873208","Mercy Dialysis Center","","","","","Dr. Andrew Mills, MD","100397985","49879","","","","0","SYSTEM","01-DEC-25 10.49.19.008457000 AM","SYSTEM","15-NOV-25 01.29.35.008457000 AM"
"900188","1873209","Mercy Specialty Clinic","Trinity Lab Services","","","Valley Care Hospital","","100397986","49880","","","Valley Care Specialty Clinic","0","SYSTEM","14-NOV-25 04.53.27.008457000 AM","SYSTEM","15-OCT-25 07.26.40.008457000 AM"
"900178","1873210","Centura Health System","Valley Care Lab Services","","","Trinity Lab Services","","100397987","49881","","","","0","SYSTEM","14-SEP-25 05.53.57.008457000 AM","SYSTEM","05-SEP-25 04.11.44.008457000 PM"
"900156","1873211","Midwest Lab Services","","","","Mercy Lab Services","","100397988","49882","","Sanford Specialty ","St. Jude Specialty Clinic","0","SYSTEM","12-DEC-25 04.53.20.009453000 PM","SYSTEM","30-NOV-25 01.53.28.009453000 PM"
"900174","1873212","St. Jude Hospital","Sanford Health System","","","Centura Health System","","100397989","49883","","","Trinity Specialty Clinic","0","SYSTEM","21-MAR-26 08.42.42.009453000 PM","SYSTEM","18-FEB-26 10.29.22.009453000 PM"
"900191","1873213","Midwest Physicians Group","","","","Mayo Clinic Hospital","Dr. April Abbott, NP","100397990","49884","","","","0","SYSTEM","26-JUL-26 09.04.12.010475000 PM","SYSTEM","01-JUL-26 07.09.29.010475000 PM"
"900159","1873214","Mercy Lab Services","","","","Trinity Medical Center","Dr. Brittany Brown, MD","100397991","49885","","","Valley Care Physicians Group","0","SYSTEM","19-MAY-26 02.57.59.011418000 PM","SYSTEM","07-MAY-26 01.10.29.011418000 AM"
"900186","1873215","Sanford Specialty Clinic","","","","Kaiser Specialty Clinic","","100397992","49886","","Trinity Physicians","Midwest Hospital","0","SYSTEM","21-NOV-25 01.38.50.011418000 PM","SYSTEM","26-OCT-25 11.41.41.011418000 PM"
"900152","1873216","Sanford Health System","Kaiser Specialty Clinic","","","","","100397993","49887","","","Mercy Specialty Clinic","0","SYSTEM","22-DEC-25 10.49.54.012746000 PM","SYSTEM","24-NOV-25 08.27.54.012746000 PM"
"900158","1873217","St. Jude Medical Center","","","","","Dr. Frederick Douglas, DO","100397994","49888","","","","0","SYSTEM","11-JAN-26 09.27.24.012746000 AM","SYSTEM","11-JAN-26 12.21.04.012746000 AM"
"900179","1873218","Kaiser Physicians Group","","","","","Dr. Billy Morgan, NP","100397995","49889","","","","0","SYSTEM","20-JUN-26 01.35.33.013751000 PM","SYSTEM","06-JUN-26 03.29.51.013751000 PM"
"900198","1873219","Valley Care Health System","","","","","","100397996","49890","","","Sanford Physicians Group","0","SYSTEM","02-JAN-26 06.35.44.013751000 AM","SYSTEM","15-DEC-25 09.17.03.013751000 AM"
