"p_sys_id","p_enrol_alt_id_seq_num","p_alt_id","p_enrol_alt_id_ty_cd","p_enrol_alt_id_beg_dt","p_enrol_alt_id_end_dt","p_tax_rpt_ind","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"900183","43","1450784966","EI","04-APR-13","29-JUL-98","Y","0","SYSTEM","01-MAR-26 07.11.53.955402000 AM","SYSTEM","19-FEB-26 05.42.25.955402000 AM"
"900153","44","2652804792","EI","04-APR-13","28-AUG-37","Y","0","SYSTEM","06-JUN-26 05.00.34.957402000 PM","SYSTEM","14-MAY-26 11.28.09.957402000 PM"
"900185","45","1291746349","SY","05-APR-13","25-JUL-91","Y","0","SYSTEM","12-DEC-25 10.20.29.958395000 PM","SYSTEM","06-DEC-25 05.07.41.958395000 PM"
"900169","46","1910209414","EI","04-APR-13","18-FEB-44","Y","0","SYSTEM","27-DEC-25 03.45.30.959389000 PM","SYSTEM","21-DEC-25 12.53.22.959389000 PM"
"900171","47","1791709730","EI","05-APR-13","28-NOV-98","Y","0","SYSTEM","11-JUN-26 12.57.15.960390000 PM","SYSTEM","13-MAY-26 09.23.50.960390000 AM"
"900198","48","1461523114","EI","04-APR-13","28-APR-65","Y","0","SYSTEM","15-NOV-25 09.11.00.961801000 AM","SYSTEM","03-NOV-25 10.30.01.961801000 PM"
"900154","49","2680528025","EI","05-APR-13","15-MAR-21","Y","0","SYSTEM","31-JUL-26 03.29.10.963882000 PM","SYSTEM","01-JUL-26 08.54.36.963882000 PM"
"900158","50","2725701330","EI","04-APR-13","27-DEC-22","Y","0","SYSTEM","31-OCT-25 04.42.29.964816000 AM","SYSTEM","13-OCT-25 07.19.54.964816000 PM"
"900179","51","2436423786","EI","04-APR-13","08-OCT-21","Y","0","SYSTEM","25-SEP-25 10.42.19.966849000 PM","SYSTEM","12-SEP-25 02.49.30.966849000 AM"
"900199","52","1006626695","EI","05-APR-13","14-MAR-62","Y","0","SYSTEM","01-JUN-26 12.37.35.967856000 AM","SYSTEM","31-MAY-26 12.56.59.967856000 AM"
"900156","53","2745662595","EI","04-APR-13","23-AUG-15","Y","0","SYSTEM","26-NOV-25 01.41.04.968854000 PM","SYSTEM","10-NOV-25 10.34.45.968854000 AM"
"900197","54","2327358158","SY","04-APR-13","04-MAY-61","Y","0","SYSTEM","20-JUN-26 02.56.28.969864000 AM","SYSTEM","09-JUN-26 12.06.44.969864000 AM"
"900164","55","2427934981","EI","04-APR-13","11-JUL-42","Y","0","SYSTEM","24-JUN-26 08.50.28.971863000 AM","SYSTEM","06-JUN-26 08.05.54.971863000 PM"
"900159","56","2548551953","EI","04-APR-13","02-AUG-35","Y","0","SYSTEM","20-NOV-25 07.41.11.972251000 AM","SYSTEM","31-OCT-25 11.04.59.972251000 AM"
"900176","57","2420056097","EI","05-APR-13","19-JUN-99","Y","0","SYSTEM","26-MAR-26 09.49.05.974301000 AM","SYSTEM","17-MAR-26 11.02.14.974301000 PM"
"900196","58","1002415234","EI","05-APR-13","12-SEP-47","Y","0","SYSTEM","15-SEP-25 01.17.24.975286000 PM","SYSTEM","17-AUG-25 04.07.29.975286000 PM"
"900172","59","1711558969","EI","04-APR-13","05-SEP-30","Y","0","SYSTEM","21-MAY-26 08.36.51.976290000 PM","SYSTEM","29-APR-26 03.39.50.976290000 AM"
"900152","60","1676449568","EI","04-APR-13","08-MAY-41","Y","0","SYSTEM","08-AUG-25 06.13.30.977299000 PM","SYSTEM","31-JUL-25 07.51.54.977299000 PM"
"900181","61","2366077008","EI","05-APR-13","08-MAY-40","Y","0","SYSTEM","11-OCT-25 12.18.51.979275000 PM","SYSTEM","27-SEP-25 03.52.15.979275000 AM"
"900177","62","2009288491","SY","05-APR-13","03-AUG-80","Y","0","SYSTEM","18-JUN-26 12.09.00.980251000 PM","SYSTEM","18-MAY-26 06.07.21.980251000 PM"
"900160","63","2553699820","EI","04-APR-13","09-MAY-95","Y","0","SYSTEM","10-JUL-26 11.08.20.982290000 AM","SYSTEM","09-JUN-26 11.24.48.982290000 PM"
"900157","64","1534547553","SY","04-APR-13","10-SEP-49","Y","0","SYSTEM","11-MAY-26 05.40.31.983531000 AM","SYSTEM","11-MAY-26 04.45.29.983531000 AM"
"900166","65","1358332660","EI","04-APR-13","18-MAR-19","Y","0","SYSTEM","01-FEB-26 12.55.41.984541000 PM","SYSTEM","08-JAN-26 02.38.23.984541000 AM"
"900187","66","1887031080","EI","04-APR-13","25-SEP-36","Y","0","SYSTEM","28-DEC-25 03.42.47.987538000 AM","SYSTEM","14-DEC-25 02.02.58.987538000 AM"
"900186","67","1930458298","EI","05-APR-13","05-OCT-57","Y","0","SYSTEM","16-JUL-26 03.56.54.989546000 AM","SYSTEM","01-JUL-26 08.37.16.989546000 AM"
"900175","68","1926601414","SY","05-APR-13","02-MAY-54","Y","0","SYSTEM","09-SEP-25 06.45.20.991856000 AM","SYSTEM","17-AUG-25 10.55.11.991856000 PM"
"900170","69","1377364041","SY","05-APR-13","19-NOV-13","Y","0","SYSTEM","11-FEB-26 10.28.42.994854000 AM","SYSTEM","11-FEB-26 08.27.10.994854000 AM"
"900151","70","1016065884","SY","05-APR-13","29-FEB-92","Y","0","SYSTEM","09-NOV-25 08.00.16.996896000 PM","SYSTEM","14-OCT-25 09.45.17.996896000 AM"
"900192","71","2668916796","SY","04-APR-13","29-SEP-28","Y","0","SYSTEM","21-AUG-25 05.06.54.998895000 AM","SYSTEM","02-AUG-25 08.25.20.998895000 PM"
"900165","72","2378666699","SY","05-APR-13","23-JAN-57","Y","0","SYSTEM","13-OCT-25 12.18.09.002207000 PM","SYSTEM","02-OCT-25 03.02.56.002207000 AM"
"900180","73","2473174888","SY","05-APR-13","07-JUL-25","Y","0","SYSTEM","23-JUN-26 05.02.38.003253000 AM","SYSTEM","13-JUN-26 12.02.54.003253000 AM"
"900200","74","2768218945","EI","05-APR-13","21-APR-40","Y","0","SYSTEM","10-SEP-25 04.50.33.004253000 AM","SYSTEM","27-AUG-25 11.42.46.004253000 AM"
"900184","75","2456876673","SY","04-APR-13","21-DEC-30","Y","0","SYSTEM","29-JUL-26 11.16.59.005254000 PM","SYSTEM","30-JUN-26 09.39.09.005254000 AM"
"900191","76","2991132699","EI","05-APR-13","30-NOV-20","Y","0","SYSTEM","13-JUL-26 04.12.05.007322000 PM","SYSTEM","25-JUN-26 05.03.42.007322000 PM"
"900188","77","1203083948","EI","05-APR-13","27-OCT-48","Y","0","SYSTEM","22-FEB-26 08.48.55.008314000 PM","SYSTEM","19-FEB-26 03.10.14.008314000 AM"
"900163","78","2078573229","SY","05-APR-13","18-JUN-77","Y","0","SYSTEM","09-JUL-26 10.47.27.009318000 AM","SYSTEM","13-JUN-26 05.46.25.009318000 AM"
"900155","79","2746130402","SY","05-APR-13","14-NOV-70","Y","0","SYSTEM","22-FEB-26 08.34.34.010320000 PM","SYSTEM","20-FEB-26 10.15.11.010320000 PM"
"900174","80","1088282961","EI","04-APR-13","12-MAR-30","Y","0","SYSTEM","17-JUL-26 05.42.23.012319000 AM","SYSTEM","26-JUN-26 09.39.49.012319000 PM"
"900190","81","1519556942","EI","04-APR-13","26-APR-78","Y","0","SYSTEM","31-DEC-25 06.57.34.013551000 AM","SYSTEM","22-DEC-25 09.57.59.013551000 PM"
"900161","82","1301437996","EI","05-APR-13","26-JUL-39","Y","0","SYSTEM","19-JUL-26 03.46.56.014587000 AM","SYSTEM","21-JUN-26 06.56.11.014587000 AM"
