"p_sys_id","p_prev_nam_seq_num","p_prev_last_nam","p_prev_first_nam","l_hibernate_ver_num","g_aud_add_ts","g_aud_add_user_id","g_aud_ts","g_aud_user_id"
"900182","21","Mayo Clinic Medical Center","Midwest Hospital","4","09-JUN-26 05.55.44.783080000 AM","SYSTEM","01-JUL-26 04.43.26.783080000 AM","SYSTEM"
"900167","22","Mayo Clinic Physicians Group","Kaiser Specialty Clinic","5","28-FEB-26 08.25.24.784080000 AM","SYSTEM","22-MAR-26 10.08.00.784080000 PM","SYSTEM"
"900197","23","Valley Care Health System","Midwest Lab Services","6","04-MAY-26 09.01.03.784080000 AM","SYSTEM","29-MAY-26 02.27.34.784080000 PM","SYSTEM"
"900177","24","Kaiser Physicians Group","Valley Care Medical Cente","4","09-JUN-26 03.42.54.784080000 PM","SYSTEM","21-JUN-26 01.32.25.784080000 PM","SYSTEM"
"900164","25","Sanford Health System","Mercy Specialty Clinic","5","19-JUN-26 03.46.42.784080000 AM","SYSTEM","16-JUL-26 02.26.37.784080000 PM","SYSTEM"
"900199","26","Trinity Medical Center","Midwest Health System","3","31-JUL-25 05.59.01.785079000 AM","SYSTEM","02-AUG-25 09.51.41.785079000 AM","SYSTEM"
"900163","27","Methodist Medical Center","Methodist Specialty Clini","7","01-AUG-25 09.46.00.785079000 AM","SYSTEM","31-AUG-25 02.01.02.785079000 PM","SYSTEM"
"900175","28","Kaiser Hospital","Centura Hospital","8","07-DEC-25 03.32.17.785079000 AM","SYSTEM","20-DEC-25 11.18.40.785079000 AM","SYSTEM"
"900200","29","Valley Care Specialty Clinic","Midwest Medical Center","9","18-APR-26 12.24.00.786079000 AM","SYSTEM","05-MAY-26 10.47.20.786079000 AM","SYSTEM"
"900186","30","Mercy Physicians Group","Centura Dialysis Center","9","21-DEC-25 07.42.38.786079000 AM","SYSTEM","02-JAN-26 08.38.16.786079000 AM","SYSTEM"
"900189","31","Centura Specialty Clinic","Trinity Hospital","5","31-OCT-25 08.55.51.786079000 PM","SYSTEM","25-NOV-25 10.54.33.786079000 AM","SYSTEM"
"900154","32","Centura Physicians Group","Sanford Dialysis Center","4","30-MAR-26 07.33.30.786079000 AM","SYSTEM","01-APR-26 10.06.47.786079000 AM","SYSTEM"
"900185","33","Mayo Clinic Dialysis Center","Methodist Dialysis Center","6","04-JUN-26 07.59.10.787080000 AM","SYSTEM","13-JUN-26 10.54.08.787080000 AM","SYSTEM"
"900193","34","Mercy Dialysis Center","St. Jude Physicians Group","5","06-APR-26 07.27.31.787080000 PM","SYSTEM","06-MAY-26 02.45.42.787080000 PM","SYSTEM"
"900155","35","Midwest Specialty Clinic","St. Jude Medical Center","8","24-AUG-25 05.32.07.787080000 AM","SYSTEM","19-SEP-25 01.35.19.787080000 PM","SYSTEM"
"900161","36","Midwest Dialysis Center","Kaiser Physicians Group","7","05-NOV-25 06.02.43.788078000 AM","SYSTEM","04-DEC-25 02.01.02.788078000 PM","SYSTEM"
"900184","37","Midwest Health System","Trinity Lab Services","7","27-AUG-25 08.50.29.788078000 PM","SYSTEM","25-SEP-25 10.14.52.788078000 AM","SYSTEM"
"900168","38","Methodist Physicians Group","St. Jude Lab Services","10","08-OCT-25 09.25.08.788078000 PM","SYSTEM","03-NOV-25 09.18.17.788078000 AM","SYSTEM"
"900172","39","Midwest Physicians Group","Methodist Medical Center","3","14-JUL-26 07.29.25.788078000 AM","SYSTEM","30-JUL-26 03.26.36.788078000 PM","SYSTEM"
"900173","40","Mercy Hospital","Trinity Health System","7","26-JAN-26 03.31.16.789081000 AM","SYSTEM","08-FEB-26 08.09.56.789081000 AM","SYSTEM"
"900171","41","Trinity Hospital","Valley Care Hospital","7","14-MAY-26 05.22.22.789081000 PM","SYSTEM","03-JUN-26 12.09.47.789081000 AM","SYSTEM"
"900162","42","Midwest Medical Center","Sanford Medical Center","7","11-MAY-26 08.35.46.789081000 PM","SYSTEM","18-MAY-26 01.17.07.789081000 AM","SYSTEM"
"900170","43","Centura Hospital","St. Jude Dialysis Center","7","23-MAY-26 12.41.40.790118000 AM","SYSTEM","26-MAY-26 05.57.12.790118000 PM","SYSTEM"
"900195","44","St. Jude Specialty Clinic","St. Jude Hospital","2","31-JUL-25 08.50.21.790118000 PM","SYSTEM","14-AUG-25 12.36.23.790118000 AM","SYSTEM"
"900187","45","St. Jude Hospital","Trinity Specialty Clinic","6","13-APR-26 01.04.00.790118000 AM","SYSTEM","30-APR-26 06.16.21.790118000 AM","SYSTEM"
"900181","46","Centura Dialysis Center","Trinity Medical Center","3","25-JUL-25 11.26.38.790118000 PM","SYSTEM","09-AUG-25 08.31.27.790118000 AM","SYSTEM"
"900166","47","Mayo Clinic Hospital","Trinity Dialysis Center","4","03-APR-26 08.52.18.791116000 AM","SYSTEM","14-APR-26 05.39.24.791116000 PM","SYSTEM"
"900188","48","Sanford Dialysis Center","Mercy Dialysis Center","4","23-MAR-26 04.28.21.791116000 AM","SYSTEM","15-APR-26 04.06.52.791116000 AM","SYSTEM"
"900151","49","Trinity Health System","Mercy Lab Services","10","21-OCT-25 03.32.35.791116000 PM","SYSTEM","12-NOV-25 08.52.18.791116000 AM","SYSTEM"
"900165","50","Methodist Specialty Clinic","Mercy Hospital","10","14-JAN-26 10.50.12.792125000 PM","SYSTEM","31-JAN-26 05.57.36.792125000 AM","SYSTEM"
"900190","51","Valley Care Medical Center","Sanford Physicians Group","5","15-AUG-25 01.29.43.792125000 AM","SYSTEM","30-AUG-25 11.21.40.792125000 AM","SYSTEM"
