"p_npi_num","p_nppes_npi_src_txnmy_seq_num","p_txnmy_cd","p_lic_num","p_lic_num_state_cd","p_txnmy_switch_cd","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"1946663139","31","261QR1300X","IL-MD-59008","","N","0","SYSTEM","04-JUL-26 11.54.01.001725000 AM","SYSTEM","04-JUL-26 06.07.53.001725000 AM"
"2564933895","32","207R00000X","","","N","0","SYSTEM","06-SEP-25 04.07.03.002126000 PM","SYSTEM","28-AUG-25 11.47.51.002126000 PM"
"1824225779","33","2084N0400X","","","N","0","SYSTEM","21-NOV-25 02.54.47.002126000 PM","SYSTEM","09-NOV-25 01.32.38.002126000 AM"
"1523251498","34","2084N0400X","","","N","0","SYSTEM","15-JAN-26 02.36.20.002126000 AM","SYSTEM","12-JAN-26 05.17.32.002126000 PM"
"2136508217","35","261QR1300X","","","N","0","SYSTEM","09-JAN-26 08.55.32.003182000 PM","SYSTEM","16-DEC-25 03.22.49.003182000 AM"
"2550452231","36","2084N0400X","","CA","Y","0","SYSTEM","27-DEC-25 11.11.34.003182000 PM","SYSTEM","09-DEC-25 01.00.29.003182000 AM"
"1984223192","37","207R00000X","","MA","N","0","SYSTEM","02-NOV-25 01.54.18.004169000 AM","SYSTEM","06-OCT-25 05.59.11.004169000 PM"
"2778609364","38","207Q00000X","","SD","N","0","SYSTEM","06-AUG-25 03.18.29.004169000 PM","SYSTEM","23-JUL-25 06.49.31.004169000 PM"
"1765430404","39","207Q00000X","ND-MD-69396","","Y","0","SYSTEM","10-JUL-26 02.40.38.004169000 PM","SYSTEM","26-JUN-26 04.41.02.004169000 AM"
"1324251457","40","207R00000X","","LA","N","0","SYSTEM","15-JAN-26 12.23.50.005224000 AM","SYSTEM","04-JAN-26 01.12.17.005224000 PM"
"1894740715","41","2084N0400X","NY-MD-12785","","N","0","SYSTEM","03-AUG-25 09.22.41.005224000 AM","SYSTEM","27-JUL-25 12.06.10.005224000 AM"
"1283639064","42","207RC0000X","","VI","N","0","SYSTEM","09-SEP-25 03.34.38.005224000 PM","SYSTEM","30-AUG-25 09.04.39.005224000 AM"
"2040650188","43","2084N0400X","","","Y","0","SYSTEM","22-SEP-25 04.21.34.006222000 PM","SYSTEM","23-AUG-25 05.02.47.006222000 PM"
"1004610089","44","208D00000X","","OK","Y","0","SYSTEM","15-DEC-25 11.29.01.006222000 AM","SYSTEM","25-NOV-25 07.44.39.006222000 AM"
"1381942816","45","207Q00000X","","","N","0","SYSTEM","10-JUL-26 01.08.35.007222000 AM","SYSTEM","20-JUN-26 06.40.37.007222000 AM"
"2971244480","46","207Q00000X","NY-MD-98269","","N","0","SYSTEM","24-MAR-26 09.15.17.007222000 PM","SYSTEM","18-MAR-26 02.01.46.007222000 PM"
"1986569840","47","2084N0400X","","","Y","0","SYSTEM","29-JUN-26 11.43.42.007222000 AM","SYSTEM","04-JUN-26 12.54.06.007222000 PM"
"2996169365","48","207Q00000X","","MP","N","0","SYSTEM","07-JAN-26 11.38.36.008224000 PM","SYSTEM","16-DEC-25 02.46.39.008224000 AM"
"2757127081","49","282N00000X","","FL","N","0","SYSTEM","03-NOV-25 04.31.11.008224000 AM","SYSTEM","23-OCT-25 12.35.37.008224000 PM"
"1939316489","50","261QP2300X","","","N","0","SYSTEM","26-SEP-25 06.12.52.009225000 PM","SYSTEM","21-SEP-25 07.15.41.009225000 AM"
"2459080000","51","207RC0000X","","NH","Y","0","SYSTEM","07-OCT-25 02.39.08.009225000 AM","SYSTEM","05-OCT-25 02.41.24.009225000 AM"
"1088718824","52","207R00000X","FL-MD-78763","","Y","0","SYSTEM","08-APR-26 09.56.10.009225000 AM","SYSTEM","10-MAR-26 06.32.50.009225000 PM"
"2463256729","53","207RC0000X","","","N","0","SYSTEM","07-APR-26 02.46.27.010230000 AM","SYSTEM","15-MAR-26 06.56.51.010230000 PM"
